Analyseoppdrag	Prøvenr	Tekst på flaska	Stasjonskode	Stasjonsnavn
930-7806	DOM11173	2012-1-53 HOH 230	2012-1-53	HOH 230
930-7806	DOM11174	2012-1-62 HOH 359	2012-1-62	HOH 359
930-7806	DOM11175	2012-1-56 HOH 392	2012-1-56	HOH 392
930-7806	DOM11176	2012-1-54 HOH 459	2012-1-54	HOH 459
930-7806	DOM11177	2012-2-1 HOH 479	2012-2-1	HOH 479
930-7806	DOM11178	2012-1-26 HOH 542	2012-1-26	HOH 542
930-7806	DOM11179	2012-2-42 HOH 719	2012-2-42	HOH 719
930-7806	DOM11180	2012-1-33 HOH 745	2012-1-33	HOH 745
930-7806	DOM11181	2012-2-26 Ninnasjuhanajavri	2012-2-26	Ninnasjuhanajavri
930-7806	DOM11182	2012-1-38 Tørrelvvatna	2012-1-38	Tørrelvvatna
930-7806	DOM11183	2012-2-46 Øvre Sørelvvatnet	2012-2-46	Øvre Sørelvvatnet
930-7807	DOM11185	2012-1-53 HOH 230	2012-1-53	HOH 230
930-7807	DOM11186	2012-1-62 HOH 359	2012-1-62	HOH 359
930-7807	DOM11187	2012-1-56 HOH 392	2012-1-56	HOH 392
930-7807	DOM11188	2012-1-54 HOH 459	2012-1-54	HOH 459
930-7807	DOM11189	2012-2-1 HOH 479	2012-2-1	HOH 479
930-7807	DOM11190	2012-1-26 HOH 542	2012-1-26	HOH 542
930-7807	DOM11191	2012-2-42 HOH 719	2012-2-42	HOH 719
930-7807	DOM11192	2012-1-33 HOH 745	2012-1-33	HOH 745
930-7807	DOM11193	2012-2-26 Ninnasjuhanajavri	2012-2-26	Ninnasjuhanajavri
930-7807	DOM11194	2012-1-38 Tørrelvvatna	2012-1-38	Tørrelvvatna
930-7807	DOM11195	2012-2-46 Øvre Sørelvvatnet	2012-2-46	Øvre Sørelvvatnet
930-7808	DOM11184	2028-2-17 Prestelvvatnet	2028-2-17	Prestelvvatnet
930-7809	DOM11196	2028-2-17 Prestelvvatnet	2028-2-17	Prestelvvatnet
930-7810	DOM11197	2025-1-1 Gistuladdut	2025-1-1	Gistuladdut
930-7810	DOM11198	2025-1-47 Hannujavrit	2025-1-47	Hannujavrit
930-7810	DOM11199	2025-1-15 HOH 185	2025-1-15	HOH 185
930-7810	DOM11200	2025-1-52 HOH 299	2025-1-52	HOH 299
930-7810	DOM11201	2025-1-11 HOH 368	2025-1-11	HOH 368
930-7810	DOM11202	2025-1-57 HOH 450	2025-1-57	HOH 450
930-7810	DOM11203	2025-3-9 Nissujavri	2025-3-9	Nissujavri
930-7810	DOM11204	2025-2-9 Sammutjavri	2025-2-9	Sammutjavri
930-7813	DOM11311	2025-1-1 Gistuladdut	2025-1-1	Gistuladdut
930-7813	DOM11312	2025-1-47 Hannujavrit	2025-1-47	Hannujavrit
930-7813	DOM11313	2025-1-15 HOH 185	2025-1-15	HOH 185
930-7813	DOM11314	2025-1-52 HOH 299	2025-1-52	HOH 299
930-7813	DOM11315	2025-1-11 HOH 368	2025-1-11	HOH 368
930-7813	DOM11316	2025-1-57 HOH 450	2025-1-57	HOH 450
930-7813	DOM11317	2025-3-9 Nissujavri	2025-3-9	Nissujavri
930-7813	DOM11318	2025-2-9 Sammutjavri	2025-2-9	Sammutjavri
930-7814	DOM11319	2023-2-19 HOH 257	2023-2-19	HOH 257
930-7814	DOM11321	2023-1-63 HOH 323	2023-1-63	HOH 323
930-7814	DOM11322	2023-2-2 Holmevatnet	2023-2-2	Holmevatnet
930-7814	DOM11323	2023-2-23 Middagsvatna	2023-2-23	Middagsvatna
930-7814	DOM11324	2023-1-18 Nerdalsvatnet	2023-1-18	Nerdalsvatnet
930-7816	DOM11340	2011-1-6 Amasjavri	2011-1-6	Amasjavri
930-7816	DOM11341	2011-2-12 Cuolbmajavri	2011-2-12	Cuolbmajavri
930-7816	DOM11342	2011-2-4 Cuorvoncåkkavuoljavri	2011-2-4	Cuorvoncåkkavuoljavri
930-7816	DOM11343	2011-2-5 Gakkesjavri	2011-2-5	Gakkesjavri
930-7816	DOM11344	2011-2-34 Guolehisjavri	2011-2-34	Guolehisjavri
930-7816	DOM11345	2011-2-15 HOH 356	2011-2-15	HOH 356
930-7816	DOM11346	2011-1-67 HOH 358	2011-1-67	HOH 358
930-7816	DOM11347	2011-1-34 HOH 366	2011-1-34	HOH 366
930-7816	DOM11348	2011-1-58 HOH 370	2011-1-58	HOH 370
930-7816	DOM11349	2011-2-43 HOH 376	2011-2-43	HOH 376
930-7816	DOM11350	2011-1-51 HOH 376	2011-1-51	HOH 376
930-7816	DOM11351	2011-1-66 HOH 381	2011-1-66	HOH 381
930-7816	DOM11352	2011-2-13 HOH 385	2011-2-13	HOH 385
930-7816	DOM11353	2011-1-10 HOH 390	2011-1-10	HOH 390
930-7816	DOM11354	2011-1-29 HOH 407	2011-1-29	HOH 407
930-7816	DOM11355	2011-1-12 HOH 407	2011-1-12	HOH 407
930-7816	DOM11356	2011-1-60 HOH 414	2011-1-60	HOH 414
930-7816	DOM11357	2011-2-18 HOH 424	2011-2-18	HOH 424
930-7816	DOM11358	2011-2-14 HOH 446	2011-2-14	HOH 446
930-7816	DOM11359	2011-1-13 HOH 510	2011-1-13	HOH 510
930-7816	DOM11360	2011-1-16 HOH 537	2011-1-16	HOH 537
930-7816	DOM11361	2011-3-13 Jårgajavri	2011-3-13	Jårgajavri
930-7816	DOM11362	2011-1-41 Madiijavrit	2011-1-41	Madiijavrit
930-7816	DOM11363	2011-3-11 Mollejusgåbejavri	2011-3-11	Mollejusgåbejavri
930-7816	DOM11364	2011-1-9 Njargajavri	2011-1-9	Njargajavri
930-7816	DOM11365	2011-2-44 Rebmesluobbalat	2011-2-44	Rebmesluobbalat
930-7816	DOM11366	2011-3-5 Saiva	2011-3-5	Saiva
930-7816	DOM11367	2011-2-31 Vuovdeluobbal	2011-2-31	Vuovdeluobbal
930-7816	DOM11368	2011-2-20 Vuovdevuonjaljavri	2011-2-20	Vuovdevuonjaljavri
930-7817	DOM11334	2023-2-19 HOH 257	2023-2-19	HOH 257
930-7817	DOM11336	2023-1-63 HOH 323	2023-1-63	HOH 323
930-7817	DOM11337	2023-2-2 Holmevatnet	2023-2-2	Holmevatnet
930-7817	DOM11338	2023-2-23 Middagsvatna	2023-2-23	Middagsvatna
930-7817	DOM11339	2023-1-18 Nerdalsvatnet	2023-1-18	Nerdalsvatnet
930-7819	DOM11373	2011-1-6 Amasjavri	2011-1-6	Amasjavri
930-7819	DOM11374	2011-2-12 Cuolbmajavri	2011-2-12	Cuolbmajavri
930-7819	DOM11375	2011-2-4 Cuorvoncåkkavuoljavri	2011-2-4	Cuorvoncåkkavuoljavri
930-7819	DOM11376	2011-2-5 Gakkesjavri	2011-2-5	Gakkesjavri
930-7819	DOM11377	2011-2-34 Guolehisjavri	2011-2-34	Guolehisjavri
930-7819	DOM11378	2011-2-15 HOH 356	2011-2-15	HOH 356
930-7819	DOM11379	2011-1-67 HOH 358	2011-1-67	HOH 358
930-7819	DOM11380	2011-1-34 HOH 366	2011-1-34	HOH 366
930-7819	DOM11381	2011-1-58 HOH 370	2011-1-58	HOH 370
930-7819	DOM11382	2011-2-43 HOH 376	2011-2-43	HOH 376
930-7819	DOM11383	2011-1-51 HOH 376	2011-1-51	HOH 376
930-7819	DOM11384	2011-1-66 HOH 381	2011-1-66	HOH 381
930-7819	DOM11385	2011-2-13 HOH 385	2011-2-13	HOH 385
930-7819	DOM11386	2011-1-10 HOH 390	2011-1-10	HOH 390
930-7819	DOM11387	2011-1-29 HOH 407	2011-1-29	HOH 407
930-7819	DOM11388	2011-1-12 HOH 407	2011-1-12	HOH 407
930-7819	DOM11389	2011-1-60 HOH 414	2011-1-60	HOH 414
930-7819	DOM11390	2011-2-18 HOH 424	2011-2-18	HOH 424
930-7819	DOM11391	2011-2-14 HOH 446	2011-2-14	HOH 446
930-7819	DOM11392	2011-1-13 HOH 510	2011-1-13	HOH 510
930-7819	DOM11393	2011-1-16 HOH 537	2011-1-16	HOH 537
930-7819	DOM11394	2011-3-13 Jårgajavri	2011-3-13	Jårgajavri
930-7819	DOM11395	2011-1-41 Madiijavrit	2011-1-41	Madiijavrit
930-7819	DOM11396	2011-3-11 Mollejusgåbejavri	2011-3-11	Mollejusgåbejavri
930-7819	DOM11397	2011-1-9 Njargajavri	2011-1-9	Njargajavri
930-7819	DOM11398	2011-2-44 Rebmesluobbalat	2011-2-44	Rebmesluobbalat
930-7819	DOM11399	2011-3-5 Saiva	2011-3-5	Saiva
930-7819	DOM11400	2011-2-31 Vuovdeluobbal	2011-2-31	Vuovdeluobbal
930-7819	DOM11401	2011-2-20 Vuovdevuonjaljavri	2011-2-20	Vuovdevuonjaljavri
930-7820	DOM11369	2004-1-8 Låtrevatnet	2004-1-8	Låtrevatnet
930-7821	DOM11372	2004-1-8 Låtrevatnet	2004-1-8	Låtrevatnet
930-7822	DOM11402	2015-2-10 Langkeilvatn	2015-2-10	Langkeilvatn
930-7823	DOM11404	2021-2-21 Dåggejåkjavrit	2021-2-21	Dåggejåkjavrit
930-7823	DOM11405	2021-1-24 HOH 310	2021-1-24	HOH 310
930-7823	DOM11406	2021-1-17 Hannoailaddut Nord	2021-1-17	Hannoailaddut Nord
930-7823	DOM11407	2021-1-65 HOH 361	2021-1-65	HOH 361
930-7823	DOM11408	2021-1-64 HOH 382	2021-1-64	HOH 382
930-7823	DOM11409	2021-1-35 HOH 415	2021-1-35	HOH 415
930-7823	DOM11410	2021-1-2 HOH 450	2021-1-2	HOH 450
930-7823	DOM11411	2021-4-2 Iddjajavr	2021-4-2	Iddjajavr
930-7823	DOM11412	2021-2-8 Iddjavarjavri	2021-2-8	Iddjavarjavri
930-7823	DOM11413	2021-3-12 Mailejavri	2021-3-12	Mailejavri
930-7823	DOM11414	2021-2-40 Nieidaidjavrit	2021-2-40	Nieidaidjavrit
930-7824	DOM11403	2015-2-10 Langkeilvatn	2015-2-10	Langkeilvatn
930-7826	DOM11415	2021-2-21 Dåggejåkjavrit	2021-2-21	Dåggejåkjavrit
930-7826	DOM11416	2021-1-24 HOH 310	2021-1-24	HOH 310
930-7826	DOM11417	2021-1-17 Hannoailaddut Nord	2021-1-17	Hannoailaddut Nord
930-7826	DOM11418	2021-1-65 HOH 361	2021-1-65	HOH 361
930-7826	DOM11419	2021-1-64 HOH 382	2021-1-64	HOH 382
930-7826	DOM11420	2021-1-35 HOH 415	2021-1-35	HOH 415
930-7826	DOM11421	2021-1-2 HOH 450	2021-1-2	HOH 450
930-7826	DOM11422	2021-4-2 Iddjajavr	2021-4-2	Iddjajavr
930-7826	DOM11423	2021-2-8 Iddjavarjavri	2021-2-8	Iddjavarjavri
930-7826	DOM11424	2021-3-12 Mailejavri	2021-3-12	Mailejavri
930-7826	DOM11425	2021-2-40 Nieidaidjavrit	2021-2-40	Nieidaidjavrit
930-7827	DOM11426	2017-2-45 Gukkesluobbal	2017-2-45	Gukkesluobbal
930-7827	DOM11427	2017-1-55 HOH 243	2017-1-55	HOH 243
930-7827	DOM11428	2017-1-3 HOH 610	2017-1-3	HOH 610
930-7828	DOM11429	2017-2-45 Gukkesluobbal	2017-2-45	Gukkesluobbal
930-7828	DOM11430	2017-1-55 HOH 243	2017-1-55	HOH 243
930-7828	DOM11431	2017-1-3 HOH 610	2017-1-3	HOH 610
930-7829	DOM11432	2022-1-43 HOH 210	2022-1-43	HOH 210
930-7829	DOM11433	2022-1-69 HOH 223	2022-1-69	HOH 223
930-7829	DOM11434	2022-1-42 HOH 292	2022-1-42	HOH 292
930-7829	DOM11435	2022-2-6 HOH 306	2022-2-6	HOH 306
930-7829	DOM11436	2022-1-25 HOH 417	2022-1-25	HOH 417
930-7829	DOM11437	2022-1-28 HOH 425	2022-1-28	HOH 425
930-7829	DOM11438	2022-1-45 HOH 561	2022-1-45	HOH 561
930-7829	DOM11439	2022-1-23 Liinajavri	2022-1-23	Liinajavri
930-7830	DOM11440	2022-1-43 HOH 210	2022-1-43	HOH 210
930-7830	DOM11441	2022-1-69 HOH 223	2022-1-69	HOH 223
930-7830	DOM11442	2022-1-42 HOH 292	2022-1-42	HOH 292
930-7830	DOM11443	2022-2-6 HOH 306	2022-2-6	HOH 306
930-7830	DOM11444	2022-1-25 HOH 417	2022-1-25	HOH 417
930-7830	DOM11445	2022-1-28 HOH 425	2022-1-28	HOH 425
930-7830	DOM11446	2022-1-45 HOH 561	2022-1-45	HOH 561
930-7830	DOM11447	2022-1-23 Liinajavri	2022-1-23	Liinajavri
930-7832	DOM11448	2014-1-59 HOH 665	2014-1-59	HOH 665
930-7832	DOM11449	2014-2-29 Ternevatnet	2014-2-29	Ternevatnet
930-7833	DOM11468	2014-1-59 HOH 665	2014-1-59	HOH 665
930-7833	DOM11469	2014-2-29 Ternevatnet	2014-2-29	Ternevatnet
930-7834	DOM11470	2018-1-72 HOH 128	2018-1-72	HOH 128
930-7834	DOM11471	2018-1-36 HOH 165	2018-1-36	HOH 165
930-7834	DOM11472	2018-1-49 HOH 340	2018-1-49	HOH 340
930-7834	DOM11473	2018-1-39 HOH 370	2018-1-39	HOH 370
930-7834	DOM11474	2018-1-46 HOH 497	2018-1-46	HOH 497
930-7834	DOM11475	2018-2-37 Jiegnajavrit	2018-2-37	Jiegnajavrit
930-7834	DOM11476	2018-2-22 Lamvatnet	2018-2-22	Lamvatnet
930-7834	DOM11477	2018-3-6 Måkkejavri	2018-3-6	Måkkejavri
930-7835	DOM11478	2018-1-72 HOH 128	2018-1-72	HOH 128
930-7835	DOM11479	2018-1-36 HOH 165	2018-1-36	HOH 165
930-7835	DOM11480	2018-1-49 HOH 340	2018-1-49	HOH 340
930-7835	DOM11481	2018-1-39 HOH 370	2018-1-39	HOH 370
930-7835	DOM11482	2018-1-46 HOH 497	2018-1-46	HOH 497
930-7835	DOM11483	2018-2-37 Jiegnajavrit	2018-2-37	Jiegnajavrit
930-7835	DOM11484	2018-2-22 Lamvatnet	2018-2-22	Lamvatnet
930-7835	DOM11485	2018-3-6 Måkkejavri	2018-3-6	Måkkejavri
930-7837	DOM11496	2020-2-11 Båldnejavri	2020-2-11	Båldnejavri
930-7837	DOM11497	2020-2-32 Coalbmejavri	2020-2-32	Coalbmejavri
930-7837	DOM11498	2020-1-70 HOH 316	2020-1-70	HOH 316
930-7837	DOM11499	2020-2-30 HOH 515	2020-2-30	HOH 515
930-7837	DOM11500	2020-1-5 HOH 582	2020-1-5	HOH 582
930-7837	DOM11501	2020-2-41 Luomujavrit	2020-2-41	Luomujavrit
930-7837	DOM11502	2020-3-1 Læktujavri	2020-3-1	Læktujavri
930-7837	DOM11503	2020-1-71 Raktoailuobbalat	2020-1-71	Raktoailuobbalat
930-7837	DOM11504	2020-1-50 Rambijærvi	2020-1-50	Rambijærvi
930-7837	DOM11505	2020-2-47 Ravdujavri	2020-2-47	Ravdujavri
930-7837	DOM11506	2020-1-20 Ucca Lakcajavrit	2020-1-20	Ucca Lakcajavrit
930-7838	DOM11507	2020-2-11 Båldnejavri	2020-2-11	Båldnejavri
930-7838	DOM11508	2020-2-32 Coalbmejavri	2020-2-32	Coalbmejavri
930-7838	DOM11509	2020-1-70 HOH 316	2020-1-70	HOH 316
930-7838	DOM11510	2020-2-30 HOH 515	2020-2-30	HOH 515
930-7838	DOM11511	2020-1-5 HOH 582	2020-1-5	HOH 582
930-7838	DOM11512	2020-2-41 Luomujavrit	2020-2-41	Luomujavrit
930-7838	DOM11513	2020-3-1 Læktujavri	2020-3-1	Læktujavri
930-7838	DOM11514	2020-1-71 Raktoailuobbalat	2020-1-71	Raktoailuobbalat
930-7838	DOM11515	2020-1-50 Rambijærvi	2020-1-50	Rambijærvi
930-7838	DOM11516	2020-2-47 Ravdujavri	2020-2-47	Ravdujavri
930-7838	DOM11517	2020-1-20 Ucca Lakcajavrit	2020-1-20	Ucca Lakcajavrit
930-7839	DOM11518	2030-1-21 HOH 126	2030-1-21	HOH 126
930-7839	DOM11519	2030-2-38 HOH 205	2030-2-38	HOH 205
930-7839	DOM11520	2030-1-14 HOH 228	2030-1-14	HOH 228
930-7839	DOM11521	2030-1-68 HOH 328	2030-1-68	HOH 328
930-7839	DOM11522	2030-2-28 Indre Torvfjellvatna	2030-2-28	Indre Torvfjellvatna
930-7839	DOM11523	2030-2-35 Lynnevatn	2030-2-35	Lynnevatn
930-7839	DOM11524	2030-3-4 Moalkegalsajavri	2030-3-4	Moalkegalsajavri
930-7839	DOM11525	2030-623 St. Sametti	2030-623	St. Sametti
930-7839	DOM11526	2030-607 St.Valvatnet	2030-607	St.Valvatnet
930-7839	DOM11527	2030-2-24 Urdtjernet	2030-2-24	Urdtjernet
930-7840	DOM11528	2030-1-21 HOH 126	2030-1-21	HOH 126
930-7840	DOM11529	2030-2-38 HOH 205	2030-2-38	HOH 205
930-7840	DOM11530	2030-1-14 HOH 228	2030-1-14	HOH 228
930-7840	DOM11531	2030-1-68 HOH 328	2030-1-68	HOH 328
930-7840	DOM11532	2030-2-28 Indre Torvfjellvatna	2030-2-28	Indre Torvfjellvatna
930-7840	DOM11533	2030-2-35 Lynnevatn	2030-2-35	Lynnevatn
930-7840	DOM11534	2030-3-4 Moalkegalsajavri	2030-3-4	Moalkegalsajavri
930-7840	DOM11535	2030-623 St. Sametti	2030-623	St. Sametti
930-7840	DOM11536	2030-607 St.Valvatnet	2030-607	St.Valvatnet
930-7840	DOM11537	2030-2-24 Urdtjernet	2030-2-24	Urdtjernet
930-7841	DOM11543	2027-3-7 Cuoggujavri	2027-3-7	Cuoggujavri
930-7841	DOM11544	2027-3-3 Diergejavri	2027-3-3	Diergejavri
930-7841	DOM11545	2027-2-33 HOH 272	2027-2-33	HOH 272
930-7841	DOM11546	2027-1-4 HOH 329	2027-1-4	HOH 329
930-7841	DOM11547	2027-2-25 Suolojavri	2027-2-25	Suolojavri
930-7842	DOM11548	2027-3-7 Cuoggujavri	2027-3-7	Cuoggujavri
930-7842	DOM11549	2027-3-3 Diergejavri	2027-3-3	Diergejavri
930-7842	DOM11550	2027-2-33 HOH 272	2027-2-33	HOH 272
930-7842	DOM11551	2027-1-4 HOH 329	2027-1-4	HOH 329
930-7842	DOM11552	2027-2-25 Suolojavri	2027-2-25	Suolojavri
930-7843	DOM11553	1933-3-3 Sagelvvatnet	1933-3-3	Sagelvvatnet
930-7844	DOM11554	1933-3-3 Sagelvvatnet	1933-3-3	Sagelvvatnet
930-7845	DOM11555	1922-1-14 HOH 504	1922-1-14	HOH 504
930-7845	DOM11556	1922-2-10 Dalbergvatnet	1922-2-10	Dalbergvatnet
930-7846	DOM11557	1922-1-14 HOH 504	1922-1-14	HOH 504
930-7846	DOM11558	1922-2-10 Dalbergvatnet	1922-2-10	Dalbergvatnet
930-7847	DOM11561	1929-2-13 Daudmannsvatn	1929-2-13	Daudmannsvatn
930-7847	DOM11562	1850-2-19 Storvatnet	1850-2-19	Storvatnet
930-7848	DOM11559	1929-2-13 Daudmannsvatn	1929-2-13	Daudmannsvatn
930-7848	DOM11560	1929-2-9 Storvatnet	1929-2-9	Storvatnet
930-7849	DOM11563	1926-1-10 Femvatnan	1926-1-10	Femvatnan
930-7850	DOM11564	1926-1-10 Femvatnan	1926-1-10	Femvatnan
930-7851	DOM11565	1940-3-6 Goddejavri	1940-3-6	Goddejavri
930-7851	DOM11566	1940-2-2 Vuoddojavrit	1940-2-2	Vuoddojavrit
930-7852	DOM11567	1940-3-6 Goddejavri	1940-3-6	Goddejavri
930-7852	DOM11568	1940-2-2 Vuoddojavrit	1940-2-2	Vuoddojavrit
930-7853	DOM11569	1901-2-5 Botnvatn	1901-2-5	Botnvatn
930-7854	DOM11570	1901-2-5 Botnvatn	1901-2-5	Botnvatn
930-7855	DOM11571	1917-3-4 Skipsvatnet	1917-3-4	Skipsvatnet
930-7855	DOM11572	1917-1-15 Juliusvatnet	1917-1-15	Juliusvatnet
930-7856	DOM11573	1917-3-4 Skipsvatnet	1917-3-4	Skipsvatnet
930-7856	DOM11574	1917-1-15 Juliusvatnet	1917-1-15	Juliusvatnet
930-7857	DOM11575	1936-1-1 HOH 11	1936-1-1	HOH 11
930-7858	DOM11576	1936-1-1 HOH 11	1936-1-1	HOH 11
930-7860	DOM11588	1943-2-12 Madenjånnejavri	1943-2-12	Madenjånnejavri
930-7860	DOM11589	1943-1-11 HOH 551	1943-1-11	HOH 551
930-7861	DOM11590	1943-2-12 Madenjånnejavri	1943-2-12	Madenjånnejavri
930-7861	DOM11591	1943-1-11 HOH 551	1943-1-11	HOH 551
930-7862	DOM11592	1931-4-1 Finnfjordvatnet	1931-4-1	Finnfjordvatnet
930-7863	DOM11593	1931-4-1 Finnfjordvatnet	1931-4-1	Finnfjordvatnet
930-7864	DOM11594	1938-1-8 Kalddalsvatnet	1938-1-8	Kalddalsvatnet
930-7865	DOM11595	1938-1-8 Kalddalsvatnet	1938-1-8	Kalddalsvatnet
930-7866	DOM11602	1924-2-4 Sætervatnet	1924-2-4	Sætervatnet
930-7866	DOM11603	1924-1-12 HOH 770	1924-1-12	HOH 770
930-7866	DOM11604	1924-2-6 Fonnskardvatnet	1924-2-6	Fonnskardvatnet
930-7866	DOM11605	1924-1-4 HOH 1044	1924-1-4	HOH 1044
930-7866	DOM11606	1924-1-2 Tømmertjørnet	1924-1-2	Tømmertjørnet
930-7866	DOM11607	1924-1-7 Fiskvatn	1924-1-7	Fiskvatn
930-7867	DOM11596	1924-2-4 Sætervatnet	1924-2-4	Sætervatnet
930-7867	DOM11597	1924-1-12 HOH 770	1924-1-12	HOH 770
930-7867	DOM11598	1924-2-6 Fonnskardvatnet	1924-2-6	Fonnskardvatnet
930-7867	DOM11599	1924-1-4 HOH 1044	1924-1-4	HOH 1044
930-7867	DOM11600	1924-1-2 Tømmertjørnet	1924-1-2	Tømmertjørnet
930-7867	DOM11601	1924-1-7 Fiskvatn	1924-1-7	Fiskvatn
930-7868	DOM11608	1942-2-8 Gahkkorjavri	1942-2-8	Gahkkorjavri
930-7868	DOM11609	1942-2-1 Doaresjavri	1942-2-1	Doaresjavri
930-7869	DOM11610	1942-2-8 Gahkkorjavri	1942-2-8	Gahkkorjavri
930-7869	DOM11611	1942-2-1 Doaresjavri	1942-2-1	Doaresjavri
930-7871	DOM11612	1939-1-9 Mallajavrrit	1939-1-9	Mallajavrrit
930-7871	DOM11613	1939-1-13 HOH 905	1939-1-13	HOH 905
930-7871	DOM11614	1939-1-3 HOH 1045	1939-1-3	HOH 1045
930-7872	DOM11615	1939-1-9 Mallajavrrit	1939-1-9	Mallajavrrit
930-7872	DOM11616	1939-1-13 HOH 905	1939-1-13	HOH 905
930-7872	DOM11617	1939-1-3 HOH 1045	1939-1-3	HOH 1045
930-7873	DOM11618	1927-3-2 Storvatnet	1927-3-2	Storvatnet
930-7873	DOM11619	1927-3-1 Kapervatnet	1927-3-1	Kapervatnet
930-7874	DOM11620	1927-3-2 Storvatnet	1927-3-2	Storvatnet
930-7874	DOM11621	1927-3-1 Kapervatnet	1927-3-1	Kapervatnet
930-7875	DOM11631	1902-2-11 Storvatnet	1902-2-11	Storvatnet
930-7876	DOM11632	1902-2-11 Storvatnet	1902-2-11	Storvatnet
930-7890	DOM11734	1820-1-20 Helknavatnet	1820-1-20	Helknavatnet
930-7891	DOM11735	1820-1-20 Helknavatnet	1820-1-20	Helknavatnet
930-7892	DOM11736	1871-2-24 Rundvatn	1871-2-24	Rundvatn
930-7892	DOM11737	1871-3-22 Storvatnet	1871-3-22	Storvatnet
930-7893	DOM11738	1871-2-24 Rundvatn	1871-2-24	Rundvatn
930-7893	DOM11739	1871-3-22 Storvatnet	1871-3-22	Storvatnet
930-7894	DOM11740	1854-2-16 Stopålvatnet	1854-2-16	Stopålvatnet
930-7895	DOM11741	1854-2-16 Stopålvatnet	1854-2-16	Stopålvatnet
930-7897	DOM11742	1811-1-22 HOH 674	1811-1-22	HOH 674
930-7897	DOM11743	1811-3-6 Myrmarkvatnet	1811-3-6	Myrmarkvatnet
930-7898	DOM11744	1811-1-22 HOH 674	1811-1-22	HOH 674
930-7898	DOM11745	1811-3-6 Myrmarkvatnet	1811-3-6	Myrmarkvatnet
930-7899	DOM11746	1804-3-17 Sørvatnet	1804-3-17	Sørvatnet
930-7900	DOM11747	1804-3-17 Sørvatnet	1804-3-17	Sørvatnet
930-7901	DOM11748	1813-2-5 Tilremsvatnet	1813-2-5	Tilremsvatnet
930-7902	DOM11749	1813-2-5 Tilremsvatnet	1813-2-5	Tilremsvatnet
930-7903	DOM11750	1853-3-13 Lavangsvatn	1853-3-13	Lavangsvatn
930-7904	DOM11751	1853-3-13 Lavangsvatn	1853-3-13	Lavangsvatn
930-7905	DOM11752	1841-1-18 HOH 938	1841-1-18	HOH 938
930-7906	DOM11753	1841-1-18 HOH 938	1841-1-18	HOH 938
930-7907	DOM11754	1825-4-4 Store Majavatnet	1825-4-4	Store Majavatnet
930-7907	DOM11755	1825-1-9 Sivtjønna	1825-1-9	Sivtjønna
930-7907	DOM11756	1825-2-23 Litle Holmvatnet	1825-2-23	Litle Holmvatnet
930-7907	DOM11757	1825-1-5 Sørtjørna	1825-1-5	Sørtjørna
930-7908	DOM11758	1825-4-4 Store Majavatnet	1825-4-4	Store Majavatnet
930-7908	DOM11759	1825-1-9 Sivtjønna	1825-1-9	Sivtjønna
930-7908	DOM11760	1825-2-23 Litle Holmvatnet	1825-2-23	Litle Holmvatnet
930-7908	DOM11761	1825-1-5 Sørtjørna	1825-1-5	Sørtjørna
930-7909	DOM11764	1866-1-2 Ulvøyvatn	1866-1-2	Ulvøyvatn
930-7909	DOM11765	1866-1-11 Austpollvatnan	1866-1-11	Austpollvatnan
930-7910	DOM11762	1866-1-2 Ulvøyvatn	1866-1-2	Ulvøyvatn
930-7910	DOM11763	1866-1-11 Austpollvatnan	1866-1-11	Austpollvatnan
930-7911	DOM11769	1849-2-18 HOH 760	1849-2-18	HOH 760
930-7911	DOM11770	1849-3-18 Sandnesvatnet	1849-3-18	Sandnesvatnet
930-7911	DOM11771	1849-2-3 Lilandsvatn	1849-2-3	Lilandsvatn
930-7912	DOM11766	1849-2-18 HOH 760	1849-2-18	HOH 760
930-7912	DOM11767	1849-3-18 Sandnesvatnet	1849-3-18	Sandnesvatnet
930-7912	DOM11768	1849-2-3 Lilandsvatn	1849-2-3	Lilandsvatn
930-7913	DOM11772	1826-1-10 HOH 822	1826-1-10	HOH 822
930-7913	DOM11773	1826-3-24 Fisklausvatnet	1826-3-24	Fisklausvatnet
930-7913	DOM11774	1826-4-3 Unkervatnet	1826-4-3	Unkervatnet
930-7913	DOM11775	1826-1-8 HOH 785	1826-1-8	HOH 785
930-7913	DOM11776	1826-5-1 Røssvatnet	1826-5-1	Røssvatnet
930-7914	DOM11777	1826-1-10 HOH 822	1826-1-10	HOH 822
930-7914	DOM11778	1826-3-24 Fisklausvatnet	1826-3-24	Fisklausvatnet
930-7914	DOM11779	1826-4-3 Unkervatnet	1826-4-3	Unkervatnet
930-7914	DOM11780	1826-1-8 HOH 785	1826-1-8	HOH 785
930-7914	DOM11781	1826-5-1 Røssvatnet	1826-5-1	Røssvatnet
930-7916	DOM11782	1851-2-13 Trollvatnet	1851-2-13	Trollvatnet
930-7917	DOM11783	1851-2-13 Trollvatnet	1851-2-13	Trollvatnet
930-7918	DOM11784	1837-3-3 Spilderdalsvatnet	1837-3-3	Spilderdalsvatnet
930-7919	DOM11785	1837-3-3 Spilderdalsvatnet	1837-3-3	Spilderdalsvatnet
930-7920	DOM11786	1805-3-4 Storvatnet	1805-3-4	Storvatnet
930-7920	DOM11787	1805-1-7 Vestfjordvatnan	1805-1-7	Vestfjordvatnan
930-7920	DOM11788	1805-1-14 Søsterbekkvatnan	1805-1-14	Søsterbekkvatnan
